a52dec 0.7.4-11
libasyncns 0.8+3+g68cd5af-3
libatasmart 0.19-5
libatomic_ops 7.6.10-2
libavc1394 0.5.4-4
libavtp 0.1.0-2
libblockdev 2.24-1
libbluray 1.2.1-1
libbs2b 3.1.0-7
libbsd 0.10.0-2
libbytesize 2.4-1
libcaca 0.99.beta19-3
libcacard 2.7.0-2
libcanberra 0.30+2+gc0620e4-3
libcanberra-pulse 0.30+2+gc0620e4-3
libcap 2.44-1
libcap-ng 0.8-1
libcddb 1.3.2-6
libcdio 2.1.0-2
libcdio-paranoia 10.2+2.0.1-2
libcdr 0.1.6-2
libcerf 2.0-1
libcloudproviders 0.3.1-2
libcmis 0.5.2-4
libconfig 1.7.2-3
libcroco 0.6.13-2
libcups 2.3.3-3
libcurl-compat 7.73.0-1
libcurl-gnutls 7.73.0-1
libdaemon 0.14-5
libdatrie 0.2.12-2
libdazzle 3.38.0-1
libdbusmenu-glib 16.04.0-4
libdbusmenu-gtk2 16.04.0-4
libdbusmenu-gtk3 16.04.0-4
libdbusmenu-qt5 0.9.3+16.04.20160218-5
libdc1394 2.2.6-2
libdca 0.0.7-1
libde265 1.0.8-1
libdrm 2.4.102-1
libdv 1.0.0-9
libdvbpsi 1:1.3.3-2
libdvdcss 1.4.2-2
libdvdnav 6.1.0-2
libdvdread 6.1.1-1
libe-book 0.1.3-7
libebml 1.4.0-1
libebur128 1.2.4-3
libedit 20191231_3.1-2
libelf 0.181-1
libelfin-git r148.ac45a09-2
libepoxy 1.5.4-2
libepubgen 0.1.1-2
libetonyek 0.1.9-2
libev 4.33-1
libevdev 1.10.0-1
libevent 2.1.12-1
libexif 0.6.22-1
libexttextcat 3.4.5-2
libfakekey 0.3-2
libfbclient 3.0.4.33054-2
libfdk-aac 2.0.1-2
libffi 3.3-3
libfm 1.3.1-2
libfm-extra 1.3.1-2
libfm-gtk3 1.3.1-2
libfm-qt 0.15.1-3
libfontenc 1.1.4-3
libfreehand 0.1.2-3
libftdi 1.4-4
libgcrypt 1.8.7-1
libgcrypt15 1.5.6-4
libgee 0.20.3-2
libgexiv2 0.12.1-1
libgit2 1:1.1.0-1
libgit2-glib 0.99.0.1-3
libgksu 2.0.12-8
libglvnd 1.3.2-1
libgme 0.6.3-1
libgnome-keyring 3.12.0+13+g4f8ab73-3
libgovirt 0.3.7-1
libgpg-error 1.39-1
libgphoto2 2.5.26-1
libgsf 1.14.47-1
libgssglue 0.4-4
libgtop 2.40.0+2+g31db82ef-2
libgudev 234-1
libgusb 0.3.5-1
libgxps 0.3.1-2
libhandy 1.0.1-1
libhandy0 0.0.13+12+gaa6b6f4-2
libheif 1.9.1-2
libibus 1.5.22+8+gf591381e-1
libical 3.0.8-2
libice 1.0.10-3
libid3tag 0.15.1b-11
libidn 1.36-1
libidn11 1.33-2
libidn2 2.3.0-1
libiec61883 1.2.0-6
libimagequant 2.13.0-1
libimobiledevice 1.3.0-1
libindicator-gtk2 12.10.1-9
libindicator-gtk3 12.10.1-9
libinput 1.16.3-1
libinstpatch 1.1.5-1
libixion 0.16.1-1
libjpeg-turbo 2.0.5-3
libjpeg6-turbo 1.5.3-2
libkate 0.4.1-7
libkomparediff2 20.08.2-1
libksba 1.4.0-2
libksysguard 5.20.2-1
liblangtag 0.6.3-2
libldap 2.4.54-1
liblouis 3.15.0-1
liblphobos 2:1.23.0-1
liblqr 0.4.2-3
liblrdf 0.6.1-4
libluv 1.36.0-1
libmad 0.15.1b-9
libmagick6 6.9.11.35-1
libmatroska 1.6.2-1
libmaxminddb 1.4.3-1
libmfx 20.2.1-1
libmgba 0.8.3-1
libmicrodns 0.2.0-1
libmicrohttpd 0.9.71-1
libmikmod 3.3.11.1-4
libmm-glib 1.14.6-1
libmms 0.6.4-3
libmng 2.0.3-3
libmnl 1.0.4-3
libmodplug 0.8.9.0-3
libmpc 1.1.0-2
libmpcdec 1:0.1+r475-3
libmpdclient 2.19-3
libmpeg2 0.5.1-7
libmspub 0.1.4-8
libmtp 1.1.18-1
libmusicbrainz5 5.1.0-4
libmwaw 0.3.17-1
libmypaint 1.5.1-2
libndp 1.7-2
libnet 1:1.1.6-1
libnetfilter_conntrack 1.0.8-1
libnewt 0.52.21-4
libnfnetlink 1.0.1-4
libnfs 4.0.0-4
libnftnl 1.1.7-1
libnghttp2 1.41.0-1
libnice 0.1.18-1
libnids 1.24-5
libnl 3.5.0-2
libnm 1.26.4-1
libnm-glib 1.18.5dev+12+ga8746f48ca-1
libnma 1.8.30-1
libnotify 0.7.9-1
libnsl 1.3.0-1
libnumbertext 1.0.6-1
libodfgen 0.1.7-2
libofa 0.9.3-9
libogg 1.3.4-2
libomxil-bellagio 0.9.3-3
libopenraw 0.2.3-2
liborcus 0.16.1-1
libosinfo 1.8.0-1
libotf 0.9.16-3
libp11-kit 0.23.21-1
libpagemaker 0.0.4-2
libpaper 1.1.28-1
libpcap 1.9.1-4
libpciaccess 0.16-2
libpeas 1.28.0-1
libpgm 5.3.128-1
libphobos 1:2.094.0-1
libpipeline 1.5.3-1
libpipewire02 0.2.7-1
libplacebo 1.29.1-3
libplist 2.2.0-1
libpng 1.6.37-3
libpng12 1.2.59-2
libproxy 0.4.15+33+g454a499-2
libpsl 0.21.1-1
libpulse 13.99.3-1
libpwquality 1.4.4-1
libqalculate 3.14.0-1
libqtxdg 3.5.0-3
libqxp 0.0.2-4
libraqm 0.7.0-2
libraw 0.20.2-1
libraw1394 2.1.2-3
libreoffice-fresh 7.0.3-2
libreoffice-fresh-pt 7.0.3-1
librevenge 0.0.4-3
librsvg 2:2.50.1-1
librtmp0 2.4-5
libsamplerate 0.1.9-3
libsasl 2.1.27-3
libseccomp 2.4.2-1
libsecret 0.20.4-1
libselinux 3.1-1
libsepol 3.1-1
libshout 1:2.4.4-1
libsidplay 1.36.59-10
libsidplayfp 2.0.2-1
libsigc++ 2.10.4-2
libsigsegv 2.12-2
libslirp 4.3.1-1
libsm 1.2.3-2
libsmbios 2.4.3-1
libsndfile 1.0.28-3
libsodium 1.0.18-2
libsoup 2.72.0+5+g0b094bff-3
libsoxr 0.1.3-2
libspectre 0.2.9-2
libspeechd 0.10.1-1
libspiro 1:20200505-2
libsrtp 1:2.3.0-1
libssh 0.9.5-1
libssh2 1.9.0-2
libstaroffice 0.0.7-1
libstemmer 0+713-2
libsynctex 2020.54586-6
libtar 1.2.20-5
libtasn1 4.16.0-1
libteam 1.31-1
libtermkey 0.22-2
libthai 0.1.28-2
libtheora 1.1.1-5
libtiff 4.1.0-2
libtiff4 3.9.7-5
libtiger 0.3.4-6
libtirpc 1.2.6-1
libtommath 1.2.0-3
libtool 2.4.6+42+gb88cebd5-14
libudev0-shim 1-4
libunibreak 4.3-1
libunistring 0.9.10-2
libunrar 1:6.0.1-1
libunwind 1.3.1-2
libupnp 1.14.0-1
liburing 0.7-2
libusb 1.0.23-3
libusb-compat 0.1.7-1
libusbmuxd 2.0.2-1
libutempter 1.2.1-1
libutf8proc 2.5.0-2
libuv 1.40.0-1
libva 2.9.1-1
libva-intel-driver 2.4.1-1
libva-utils 2.9.1-1
libvdpau 1.4-1
libvirt 1:6.5.0-3
libvirt-glib 3.0.0-2
libvirt-python 1:6.4.0-1
libvisio 0.1.7-3
libvisual 0.4.0-8
libvncserver 0.9.13-1
libvoikko 4.3-2
libvorbis 1.3.7-2
libvpx 1.9.0-1
libvpx1.3 1.3.0-3
libvterm 0.1.3.git1.65dbda-1
libwacom 1.6-1
libwebp 1.1.0-1
libwmf 0.2.12-2
libwnck3 3.36.0-1
libwpd 0.10.3-2
libwpe 1.8.0-1
libwpg 0.3.3-2
libwps 0.4.12-1
libwrap 7.6.28-2
libx11 1.6.12-1
libxau 1.0.9-3
libxaw 1.0.13-3
libxcb 1.14-1
libxcomp 3.5.99.22-1
libxcomposite 0.4.5-3
libxcrypt 4.4.17-1
libxcursor 1.2.0-2
libxdamage 1.1.5-3
libxdmcp 1.1.3-3
libxerces-c-3.1 3.1.4-1
libxext 1.3.4-3
libxfce4ui 4.14.1-3
libxfce4util 4.14.0-2
libxfixes 5.0.3-4
libxfont2 2.0.4-3
libxft 2.3.3-2
libxi 1.7.10-3
libxinerama 1.1.4-3
libxkbcommon 1.0.1-1
libxkbcommon-x11 1.0.1-1
libxkbfile 1.1.0-2
libxklavier 5.4-3
libxml2 2.9.10-3
libxmu 1.1.3-2
libxp 1.0.3-4
libxpm 3.5.13-2
libxrandr 1.5.2-3
libxrender 0.9.10-4
libxres 1.2.0-2
libxshmfence 1.3-2
libxslt 1.1.34-5
libxss 1.2.3-3
libxt 1.2.0-2
libxtst 1.2.3-4
libxv 1.0.11-4
libxvmc 1.0.12-3
libxxf86vm 1.1.4-4
libyaml 0.2.5-1
libzip 1.7.3-1
libzmf 0.0.2-8
licenses 20200427-1
light 1.2.2-1
lightdm 1:1.30.0-4
lightdm-gtk-greeter 1:2.0.8-1
lighttpd 1.4.55-3
lilv 0.24.10-1
linux 5.8.2.arch1-1
linux-api-headers 5.8-1
linux-firmware 20200817.7a30af1-1
linux-headers 5.8.2.arch1-1
linux-lts 5.4.59-1
linux-lts-headers 5.4.59-1
lksctp-tools 1.0.17-3
lld 10.0.1-2
lldb 10.0.1-1
llvm 10.0.1-3
llvm-libs 10.0.1-3
lm_sensors 3.6.0-2
lmdb 0.9.27-1
localepurge 0.7.3.8-0
logisim 2.7.1-7
logrotate 3.17.0-1
lolcat 100.0.0-2
lostfiles 4.07-2
lpsolve 5.5.2.5-4
lrzip 0.631-3
lsb-release 1.4-18
lshw B.02.19.2-1
lsof 4.93.2-3
lua 5.4.1-1
lua52 5.2.4-5
lua53 5.3.6-1
luajit 2.0.5-3
luit 20201003-1
lvm2 2.02.187-3
lxappearance-gtk3 0.6.3-4
lxc 1:4.0.5-1
lxinput-gtk3 0.3.5-3
lxmenu-data 0.1.5-3
lz4 1:1.9.2-2
lzo 2.10-3
lzop 1.04-3
m17n-db 1.8.0-3
m17n-lib 1.8.0-7
m4 1.4.18-3
mac 5.38-1
mailcap 2.1.49-1
make 4.3-3
man-db 2.9.3-1
man-pages 5.09-1
mariadb-libs 10.5.6-3
mathjax 3.1.2-1
mathjax2 2.7.9-1
maven 3.6.3-1
mawk 1.3.4_20200120-1
maxima-ecl 5.44.0-2
mbedtls 2.16.7-1
md4c 0.4.6-1
mdadm 4.1-2
mdns-scan 0.5-6
media-player-info 24-2
megatools 1.11.0+20200830-1
menu-cache 1.1.0-2
menutray 0.53-1
mercurial 5.6-1
mesa 20.2.1-1
mesa-demos 8.4.0-4
meson 0.56.0-1
metis 5.1.0.p10-1
mgba-qt 0.8.3-1
micropython 1.12-1
micropython-lib 1.12-1
minecraft-server 1.16.4-1
minecraft-shiginima 4.400-1
minikube 1.14.0-1
minizip 1:1.2.11-4
mit-scheme 10.1.10-3
mitmproxy 5.2-1
mjpegtools 2.1.0-5
mkinitcpio 29-1
mkinitcpio-busybox 1.31.1-2
mlocate 0.26.git.20170220-5
mlterm 3.9.0-1
mlton 20200817-1
mobile-broadband-provider-info 20190618-2
moreutils 0.64-1
mosh-git 20200518-1
mousepad 0.4.2-3
mozilla-common 1.4-6
mpc 0.33-3
mpd 0.22.2-1
mpfr 4.1.0-1
mpg123 1.26.3-2
mpv 1:0.32.0-4
msgpack-c 3.3.0-1
mtdev 1.1.6-1
mtm-git r382.cae6494-1
mtools 4.0.25-1
mujs 1.0.9-1
multitail 6.5.0-1
mypaint-brushes1 1.3.1-1
nano 5.3-1
nas 1.9.4-4
nawk 20180827-2
ncdu 1.15.1-2
ncmpcpp 0.8.2-12
ncurses 6.2-1
ncurses5-compat-libs 6.2-1
ndctl 70.1-1
neko 2.3.0-1
neofetch 7.1.0-2
neon 0.31.2-1
neovim 0.4.4-1
neovim-qt 0.2.16.1-1
net-tools 1.60.20181103git-2
netctl 1.23-1
netkit-telnet-ssl 0.17.41+0.2-5
netpbm 10.73.33-1
netperf 2.7.0-6
netstandard-targeting-pack 3.1.8.sdk108-1
nettle 3.6-1
network-manager-applet 1.18.0-1
networkmanager 1.26.4-1
networkmanager-pptp 1.2.9dev+10+gb41b0d0-2
networkmanager-wireguard-git r87.0e1124d-1
nginx 1.18.0-2
ngrep 1.47-2
ngspice 33-1
nim 1.4.0-1
nimble 1:0.12.0-1
ninja 1.10.1-1
ninvaders 0.1.1-3
nload 0.7.4-6
nm-connection-editor 1.18.0-1
nmap 7.80-3
nnn 3.4-1
node-gyp 7.1.0-1
nodejs 15.1.0-1
nodejs-emojione 4.5.0-2
nodejs-nexe 4.0.0_beta.3-1
noto-fonts-emoji 20200916-1
npm 6.14.8-2
npth 1.6-2
nspr 4.29-1
nss 3.58-2
nss-mdns 0.14.1-3
ntfs-3g 2017.3.23-5
nuitka 0.6.8-1
numactl 2.0.14-1
nuspell 4.0.1-1
nvimpager-git 0.6.r18.g73e0de4-1
nx-x11 3.5.99.22-1
nxagent 3.5.99.22-1
nxproxy 3.5.99.22-1
oath-toolkit 2.6.2-8
ocaml 4.11.1-1
ocl-icd 2.2.13-1
octave 5.2.0-6
octave-control 3.2.0-1
octave-general 2.1.1-1
octave-io 2.6.2-1
octave-miscellaneous 1.3.0-1
octave-signal 1.4.1-1
octave-statistics 1.4.2-1
octave-symbolic 2.9.0-1
onboard 1.4.1-5
oniguruma 6.9.6-1
openal 1.21.0-1
openblas 0.3.10-1
openbsd-netcat 1.217_2-1
opencore-amr 0.1.5-5
openexr 2.5.3-1
openjpeg2 2.3.1-2
openmotif 2.3.8-3
openmpi 4.0.5-2
openresolv 3.11.0-1
opensc 0.20.0-3
openssh 8.4p1-2
openssl 1.1.1.h-1
openssl-1.0 1.0.2.u-1
optipng 0.7.7-2
opus 1.3.1-2
opusfile 0.12-1
orc 0.4.32-1
original-awk 2012_12_20_6-1
osinfo-db 20201015-1
p11-kit 0.23.21-1
p7zip 16.02-6
pacman 5.2.2-1
pacman-contrib 1.4.0-1
pacman-mirrorlist 20201031-1
pacutils 0.10.0-1
pam 1.4.0-3
pambase 20200721.1-2
pamixer 1.4-3
pandoc 2.11.0.1-1
pango 1:1.46.2-3
pango-perl 1.227-13
pangomm 2.42.1-2
parallel-rust 0.11.3-2
parted 3.3-2
pass 1.7.3-2
pasystray 0.7.1-2
patch 2.7.6-8
pavucontrol 1:4.0-2
pciutils 3.7.0-1
pcmanfm-gtk3 1.3.1-2
pcmanfm-qt 0.15.1-1
pcre 8.44-1
pcre2 10.35-1
pcsclite 1.9.0-1
pdfgrep 2.1.2-2
perf 5.9-1
perl 5.32.0-3
perl-algorithm-diff 1.1903-6
perl-alien-build 2.37-1
perl-alien-libxml2 0.17-1
perl-anyevent 4:7.17-3
perl-anyevent-i3 0.17-6
perl-authen-sasl 2.16-8
perl-autovivification 0.18-6
perl-b-hooks-endofscope 0.24-3
perl-business-isbn 3.004-7
perl-business-isbn-data 20140910.003-7
perl-business-ismn 1.201-4
perl-business-issn 1.003-4
perl-cairo-gobject 1.004-10
perl-capture-tiny 0.48-4
perl-cgi 4.51-1
perl-class-accessor 0.51-2
perl-class-data-inheritable 0.08-9
perl-class-factory-util 1.7-10
perl-class-inspector 1.36-3
perl-class-load 0.25-2
perl-class-method-modifiers 2.12-6
perl-class-singleton 1.5-4
perl-clone 0.45-2
perl-common-sense 3.75-2
perl-config-simple 4.59-12
perl-convert-binhex 1.125-7
perl-data-compare 1.25-8
perl-data-dump 1.23-6
perl-data-optlist 0.110-6
perl-data-uniqid 0.12-8
perl-datetime 1.52-1
perl-datetime-calendar-julian 0.04-6
perl-datetime-format-builder 0.8100-7
perl-datetime-format-iso8601 0.08-5
perl-datetime-format-strptime 1.75-4
perl-datetime-locale 1.22-2
perl-datetime-timezone 2.35-2
perl-dbd-sqlite 1.66-1
perl-dbi 1.643-2
perl-devel-globaldestruction 0.14-6
perl-devel-stacktrace 2.03-4
perl-dist-checkconflicts 0.11-6
perl-encode-locale 1.05-7
perl-error 0.17029-2
perl-eval-closure 0.14-6
perl-exception-class 1.44-4
perl-exporter-tiny 1.002002-2
perl-ffi-checklib 0.27-2
perl-file-basedir 0.08-5
perl-file-chdir 0.1011-4
perl-file-find-rule 0.34-7
perl-file-listing 6.04-8
perl-file-sharedir 1.116-4
perl-file-sharedir-install 0.13-4
perl-file-slurp-tiny 0.004-6
perl-file-slurper 0.012-4
perl-file-which 1.23-4
perl-glib-object-introspection 0.047-5
perl-gtk3 0.037-1
perl-html-parser 3.75-1
perl-html-tagset 3.20-10
perl-http-cookies 6.08-3
perl-http-daemon 6.06-2
perl-http-date 6.05-3
perl-http-message 6.26-1
perl-http-negotiate 6.01-8
perl-import-into 1.002005-6
perl-inc-latest 0.500-7
perl-io-html 1.004-1
perl-io-socket-ssl 2.067-2
perl-io-string 1.08-12
perl-io-stringy 2.113-1
perl-io-tty 1.12-10
perl-ipc-run 20180523.0-2
perl-ipc-run3 0.048-8
perl-ipc-system-simple 1.30-2
perl-json 2.97001-2
perl-json-xs 4.0-4
perl-libwww 6.49-1
perl-lingua-translit 0.28-5
perl-linux-desktopfiles 0.25-2
perl-list-allutils 0.16-2
perl-list-moreutils 0.428-5
perl-list-moreutils-xs 0.428-6
perl-list-someutils 0.56-4
perl-list-utilsby 0.11-4
perl-locale-gettext 1.07-10
perl-log-log4perl 1.53-1
perl-lwp-mediatypes 6.02-8
perl-lwp-protocol-https 6.09-1
perl-mailtools 2.21-4
perl-math-round 0.07-4
perl-mediawiki-api 0.41-4
perl-mime-charset 1.012.2-7
perl-mime-tools 5.509-8
perl-module-build 0.4231-3
perl-module-implementation 0.09-6
perl-module-runtime 0.016-2
perl-moo 2.003006-2
perl-mozilla-ca 20200520-3
perl-mro-compat 0.13-5
perl-namespace-autoclean 0.29-2
perl-namespace-clean 0.27-6
perl-net-http 6.19-4
perl-net-smtp-ssl 1.04-4
perl-net-ssleay 1.88-2
perl-number-compare 0.03-10
perl-package-deprecationmanager 0.17-6
perl-package-stash 0.38-3
perl-package-stash-xs 0.29-4
perl-parallel-forkmanager 2.02-2
perl-params-util 1.07-12
perl-params-validate 1.29-5
perl-params-validationcompiler 0.30-3
perl-parse-recdescent 1.967015-2
perl-parse-yapp 1.21-3
perl-path-tiny 0.114-1
perl-perlio-utf8-strict 0.007-6
perl-regexp-common 2017060201-3
perl-rename 1.9-5
perl-role-tiny 2.001004-2
perl-sort-key 1.33-9
perl-specio 0.43-2
perl-sub-exporter 0.987-6
perl-sub-exporter-progressive 0.001013-6
perl-sub-identify 0.14-8
perl-sub-install 0.928-6
perl-sub-name 0.26-2
perl-sub-quote 2.006003-3
perl-switch 2.17-6
perl-term-readkey 2.38-5
perl-test-fatal 0.016-1
perl-text-bibtex 0.85-6
perl-text-csv 1.97-4
perl-text-glob 0.11-7
perl-text-roman 3.5-7
perl-tie-cycle 1.225-5
perl-time-duration 1:1.20-4
perl-timedate 2.33-2
perl-try-tiny 0.30-5
perl-types-serialiser 1.0-6
perl-unicode-linebreak 2019.001-3
perl-uri 1.76-4
perl-variable-magic 0.62-5
perl-www-robotrules 6.02-8
perl-xml-libxml 2.0206-1
perl-xml-libxml-simple 0.99-4
perl-xml-libxslt 1.99-2
perl-xml-namespacesupport 1.12-4
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-xml-writer 0.625-6
pharo 7.0.1-1
phodav 2.5-1
php 7.4.12-2
php-fpm 7.4.12-2
php-gd 7.4.12-2
physlock 13-2
pigz 2.4-2
pinentry 1.1.0-5
pixman 0.40.0-1
pixz 1.0.7-2
pkcs11-helper 1.26.0-2
pkgconf 1.7.3-1
pmount-safe-removal 0.9.23-7
podofo 0.9.6-3
polkit 0.118-1
polkit-gnome 0.105-5
polkit-qt5 0.113.0-2
ponyc 0.38.1-1
poppler 20.10.0-1
poppler-data 0.4.10-1
poppler-glib 20.10.0-1
poppler-qt5 20.10.0-1
popt 1.18-1
portaudio 1:19.6.0-7
portsmf 234-2
postfix 3.5.6-2
postgresql 12.4-1
postgresql-libs 12.4-1
potrace 1.16-2
powerstat-git 0.02.21.r0.g6bdb61f-1
powertop 2.13-1
ppp 2.4.7-7
pptpclient 1.10.0-2
procps-ng 3.3.16-2
progress 0.15-1
progsreiserfs 0.3.0.5-10
prometheus 2.22.0-1
prometheus-blackbox-exporter 0.18.0-1
prometheus-node-exporter 1.0.1-1
protobuf 3.12.4-1
protobuf-c 1.3.3-2
ps_mem 3.13-1
psmisc 23.3-2
publicsuffix-list 20200824.976.43f08e1-1
pulseaudio 13.99.3-1
pulseaudio-alsa 1:1.2.2-2
pulseaudio-qt 1.2-2
pv 1.6.6-3
pwgen 2.08-2
pyinstaller-git r7219.a1f92c6a-1
pyoxidizer 0.3.0-2
pypy 7.3.2-1
pyside2 5.15.1-1
pyside2-tools 5.15.1-1
python 3.8.6-1
python-acme 1.9.0-1
python-altgraph 0.17-1
python-appdirs 1.4.4-1
python-apsw 3.33.0-2
python-argon2_cffi 20.1.0-1
python-arrow 0.17.0-1
python-asn1crypto 1.4.0-1
python-astroid 2.4.2-2
python-attrs 20.2.0-1
python-b2sdk 1.1.4-1
python-babel 2.8.0-4
python-backcall 0.2.0-1
python-bashlex 0.14-2
python-bcrypt 3.2.0-1
python-beautifulsoup4 4.9.3-1
python-black 20.8b1-2
python-bleach 3.2.1-1
python-blinker 1.4-7
python-brotli 1.0.9-2
python-cachecontrol 0.12.6-1
python-cached-property 1.5.2-1
python-cairo 1.20.0-1
python-cffi 1.14.3-1
python-chardet 3.0.4-5
python-class-registry 2.1.2-2
python-click 7.1.2-1
python-colorama 0.4.4-1
python-configargparse 1.2.3-1
python-configobj 5.0.6-7
python-contextlib2 0.6.0.post1-1
python-coverage 5.3-1
python-cryptography 3.2.1-1
python-css-parser 1.0.6-1
python-cssselect 1.1.0-4
python-cycler 0.10.0-6
python-dateutil 2.8.1-3
python-dbus 1.2.16-1
python-dbus-common 1.2.16-1
python-decorator 4.4.2-1
python-defusedxml 0.6.0-4
python-distlib 0.3.1-1
python-distro 1.5.0-1
python-dnspython 2.0.0-1
python-docker 4.3.1-1
python-docker-pycreds 0.4.0-5
python-dockerpty 0.4.1-6
python-docopt 0.6.2-7
python-docutils 0.16-2
python-dotenv 0.15.0-1
python-ecdsa 0.16.0-1
python-entrypoints 0.3-3
python-feedparser 5.2.1-6
python-flask 1.1.2-2
python-flask-babelex 0.9.4-1
python-flask-login 0.5.0-1
python-flask-mail 0.9.1-4
python-flask-principal 0.4.0-4
python-flask-security 3.0.0-3
python-flask-wtf 0.14.3-1
python-funcsigs 1.0.2-2
python-future 0.18.2-3
python-gmpy2 2.1.0b5-1
python-gobject 3.38.0-1
python-greenlet 0.4.17-1
python-h11 0.10.0-1
python-h2 3.2.0-2
python-hpack 3.0.0-4
python-html2text 2020.1.16-1
python-html5-parser 0.4.9-3
python-html5lib 1.1-1
python-hyperframe 5.2.0-4
python-idna 2.10-1
python-ifaddr 0.1.7-1
python-imagesize 1.2.0-2
python-importlib-metadata 2.0.0-1
python-ipykernel 5.3.4-1
python-ipywidgets 7.5.1-4
python-isort 5.6.4-1
python-itsdangerous 1.1.0-4
python-jedi 0.17.2-1
python-jinja 2.11.2-2
python-josepy 1.5.0-1
python-jsonschema 3.2.0-2
python-jupyter_client 6.1.7-1
python-jupyter_core 4.6.3-2
python-kaitaistruct 0.9-1
python-kivy 1.11.1-2
python-kiwisolver 1.3.1-1
python-lazy-object-proxy 1.5.1-1
python-ldap3 2.8.1-1
python-llfuse 1.3.6-2
python-lockfile 0.12.2-6
python-logfury 0.1.2-2
python-lxml 4.6.1-1
python-macholib 1.14-1
python-magic 5.39-1
python-markdown 3.3-1
python-markdown-math 0.8-1
python-markups 3.0.0-8
python-markupsafe 1.1.1-4
python-matplotlib 3.3.2-1
python-mccabe 0.6.1-5
python-mechanize 1:0.4.5-2
python-mistune 0.8.4-3
python-mock 3.0.5-3
python-mpmath 1.1.0-3
python-msgpack 1.0.0-1
python-mypy_extensions 0.4.3-1
python-netifaces 0.10.9-4
python-numpy 1.19.4-1
python-ordered-set 4.0.2-1
python-packaging 20.4-1
python-pandas 1.1.3-1
python-pandocfilters 1.4.3-1
python-paramiko 2.7.2-1
python-parsedatetime 2.6-1
python-parso 1:0.7.1-1
python-passlib 1.7.4-1
python-pathspec 0.8.0-1
python-pbr 5.5.1-1
python-pefile 2019.4.18-1
python-pep517 0.8.2-1
python-pexpect 4.8.0-1
python-pickleshare 0.7.5-3
python-pillow 7.2.0-1
python-pip 20.1.1-1
python-ply 3.11-5
python-progress 1.5-3
python-prometheus_client 0.8.0-2
python-prompt_toolkit 3.0.8-1
python-protobuf 3.12.4-1
python-psutil 5.7.3-1
python-ptyprocess 0.6.0-4
python-publicsuffix2 2.20191221-2
python-pyaes 1.6.1-5
python-pyasn1 0.4.8-2
python-pychm 0.8.6-2
python-pycodestyle 2.6.0-1
python-pycparser 2.20-1
python-pycups 2.0.1-1
python-pycurl 7.43.0.6-1
python-pyenchant 3.1.1-2
python-pygments 2.7.2-1
python-pylint 2.6.0-1
python-pynacl 1.4.0-1
python-pyopenssl 19.1.0-2
python-pyparsing 2.4.7-1
python-pyperclip 1.8.1-1
python-pyqt5 5.15.1-2
python-pyqt5-sip 12.8.1-1
python-pyqtchart 5.15.1-1
python-pyqtwebengine 5.15.1-2
python-pyrfc3339 1.1-5
python-pyrsistent 0.17.3-1
python-pyserial 3.4-4
python-pysocks 1.7.1-1
python-pytz 2020.4-1
python-pyxdg 0.26-6
python-pyzmq 19.0.1-2
python-qscintilla-qt5 2.11.5-1
python-quantities 0.12.4-1
python-regex 2020.10.15-1
python-requests 2.24.0-1
python-requests-toolbelt 0.9.1-3
python-resolvelib 0.4.0-1
python-retrying 1.3.3-7
python-ruamel-yaml 0.16.12-1
python-ruamel.yaml.clib 0.2.2-1
python-scipy 1.5.4-1
python-send2trash 1.5.0-4
python-setuptools 1:50.3.2-1
python-sgmllib 5.2.1-6
python-shiboken2 5.15.1-1
python-shutilwhich 1.1.0-5
python-simplejson 3.17.2-1
python-sip 4.19.24-2
python-six 1.15.0-1
python-snowballstemmer 2.0.0-4
python-sortedcontainers 2.2.2-1
python-soupsieve 2.0.1-1
python-speaklater 1.3-7
python-sphinx 3.2.1-1
python-sphinx-alabaster-theme 0.7.12-4
python-sphinxcontrib-applehelp 1.0.2-1
python-sphinxcontrib-devhelp 1.0.2-1
python-sphinxcontrib-htmlhelp 1.0.3-1
python-sphinxcontrib-jsmath 1.0.1-4
python-sphinxcontrib-qthelp 1.0.3-1
python-sphinxcontrib-serializinghtml 1.1.4-1
python-sympy 1.6.2-1
python-terminado 0.9.1-1
python-testpath 0.4.4-1
python-texttable 1.6.3-1
python-toml 0.10.2-1
python-tornado 6.0.4-2
python-tqdm 4.51.0-1
python-traitlets 4.3.3-3
python-typed-ast 1.4.1-1
python-typing_extensions 3.7.4.3-1
python-unrardll 0.1.4-3
python-urllib3 1.25.10-2
python-urwid 2.1.1-1
python-wcwidth 0.2.5-1
python-webencodings 0.5.1-4
python-websocket-client 0.57.0-1
python-werkzeug 1.0.1-2
python-wrapt 1.12.1-2
python-wsproto 0.15.0-3
python-wtforms 2.2.1-7
python-yaml 5.3.1-2
python-zeroconf 0.28.6-1
python-zipp 3.4.0-1
python-zope-component 4.6.2-1
python-zope-deferredimport 4.3.1-4
python-zope-deprecation 4.4.0-3
python-zope-event 4.5.0-1
python-zope-hookable 5.0.1-1
python-zope-interface 5.1.2-1
python-zope-proxy 4.3.5-1
python-zstandard 0.14.0-1
qalculate-gtk 3.14.0-1
qbs 1.17.0-1
qca 2.3.1-3
qemu 5.1.0-2
qhull 2020.2-4
qpdf 10.0.3-1
qrencode 4.1.1-1
qrupdate 1.1.2-4
qscintilla-qt5 2.11.5-1
